       0   0.08255366    1934.4133    2.8184257   0.11932253   0.12380778 -0.0044852445 -0.0054701195  0.011436592 -0.0070408227 -0.0098658892 
     100  0.083464254    1934.4133    2.8184257   0.12001893   0.12517342 -0.0051544922 -0.0059838336  0.012135012 -0.0079903845 -0.010128461 
     200   0.08395353    1934.4133    2.8184257    0.1191497    0.1259072 -0.0067574982 -0.0086098022  0.011044524 -0.0091744972 -0.010479829 
     300  0.080722038    1934.4133    2.8184257    0.1114921   0.12106085 -0.0095687505 -0.010347617  0.010483091 -0.0099462962 -0.010884411 
     400  0.079852397    1934.4133    2.8184257   0.10783747   0.11975663  -0.01191916 -0.013148464 0.0087489403  -0.01062763 -0.011269774 
     500  0.084117343    1934.4133    2.8184257   0.11267107   0.12615287 -0.013481802 -0.014797989 0.0083248131 -0.011466136 -0.011656666 
     600  0.088960748    1934.4133    2.8184257   0.11761798   0.13341665 -0.015798667 -0.018133526 0.0063862171 -0.012492724 -0.012027019 
     700  0.081152684    1934.4133    2.8184257   0.10542088    0.1217067  -0.01628582 -0.019652087 0.0061023626 -0.013408233 -0.012346217 
     800  0.080825766    1934.4133    2.8184257   0.10155389   0.12121641  -0.01966252 -0.021448399 0.0052088982 -0.014019217  -0.01263808 
     900  0.083396383    1934.4133    2.8184257   0.10566032   0.12507163 -0.019411308 -0.021370287 0.0065173685 -0.014924036 -0.012963619 
    1000  0.086573329    1934.4133    2.8184257   0.11011502   0.12983617 -0.019721159 -0.021444654 0.0070010452 -0.015175283 -0.013270416 
    1000  0.086573329    1934.4133    2.8184257   0.11011502   0.12983617 -0.019721159 -0.021444654 0.0070010452 -0.015175281 -0.013270418 
    1100  0.082386416    1934.4133    2.8184257   0.10506801   0.12355696  -0.01848895 -0.022121847 0.0062037325 -0.014805959  -0.01351962 
    1200   0.07777295    1934.4133    2.8184257  0.098229103   0.11663803 -0.018408924 -0.020303492  0.008662994 -0.015243884 -0.013722601 
    1300   0.08368234    1934.4133    2.8184257   0.10536107   0.12550049 -0.020139414 -0.021343579 0.0077484476 -0.015231922 -0.013860105 
    1400  0.088622347    1934.4133    2.8184257   0.11421809   0.13290914 -0.018691048 -0.021406714 0.0077499485  -0.01520724 -0.013949422 
    1500  0.083411739    1934.4133    2.8184257   0.10556904   0.12509466 -0.019525623 -0.020404957 0.0089298075 -0.015370587 -0.013964177 
    1600  0.079007348    1934.4133    2.8184257   0.10056444   0.11848928 -0.017924846 -0.020762777 0.0084253559   -0.0152129 -0.013975233 
    1700  0.083228547    1934.4133    2.8184257   0.10457512   0.12481992 -0.020244806 -0.021822953 0.0070341408 -0.014815261 -0.014041833 
    1800  0.086615366    1934.4133    2.8184257   0.10938924   0.12989922 -0.020509974  -0.02205901 0.0068198433 -0.014781985 -0.014096868 
    1900  0.084075787    1934.4133    2.8184257   0.10382291   0.12609055 -0.022267639 -0.023977186 0.0055152583 -0.015392441 -0.014100003 
    2000  0.077198253    1934.4133    2.8184257  0.094614368   0.11577614 -0.021161772 -0.022620476 0.0077033313 -0.016197617 -0.014126189 
    2100  0.081299816    1934.4133    2.8184257   0.10162403   0.12192736 -0.020303331 -0.022560585 0.0078736949 -0.016317214 -0.014117066 
    2200  0.085650158    1934.4133    2.8184257   0.10790396   0.12845167 -0.020547718 -0.021765346 0.0086135832 -0.016330564 -0.014048365 
    2300  0.083695116    1934.4133    2.8184257   0.10418409   0.12551965 -0.021335553 -0.022741836 0.0071737846 -0.015944551 -0.013971069 
    2400  0.080582029    1934.4133    2.8184257  0.097447632   0.12085087 -0.023403242  -0.02403782 0.0057512705 -0.015878845 -0.013910245 
    2500   0.07962877    1934.4133    2.8184257  0.098417038   0.11942125  -0.02100421 -0.022585968 0.0069466174 -0.015657795 -0.013874791 
    2600  0.089536244    1934.4133    2.8184257   0.11427805   0.13427973 -0.020001681 -0.021102296 0.0084616082 -0.015702773 -0.013861131 
    2700  0.087829903    1934.4133    2.8184257   0.11048593   0.13172069 -0.021234757  -0.02204768 0.0078657464 -0.016077488 -0.013835938 
    2800  0.079344733    1934.4133    2.8184257  0.099528875   0.11899527 -0.019466394 -0.021300156 0.0089451414 -0.016449595 -0.013795702 
    2900  0.080645183    1934.4133    2.8184257  0.099090762   0.12094559 -0.021854824 -0.023421999 0.0066446564 -0.016265018 -0.013801637 
    3000  0.085131731    1934.4133    2.8184257    0.1066764   0.12767417 -0.020997771 -0.023485742 0.0060433624 -0.015747413 -0.013781692 
    3100  0.084949111    1934.4133    2.8184257   0.10897662   0.12740029 -0.018423678 -0.019770886 0.0090655382 -0.015074083 -0.013762341 
    3200  0.080638733    1934.4133    2.8184257   0.10080564   0.12093591  -0.02013027 -0.021701683 0.0067603148 -0.014677276 -0.013784722 
    3300  0.077125206    1934.4133    2.8184257  0.093810012   0.11566659 -0.021856578 -0.023316971 0.0056452251 -0.015123044 -0.013839152 
