-1.48214              0
-1.44643              0
-1.41071              0
-1.375              0
-1.33929              0
-1.30357              0
-1.26786              0
-1.23214              0
-1.19643              0
-1.16071       0.113768
-1.143        0.41388
-1.125       0.778722
-1.08929       0.980758
-1.05357       0.872875
-1.01786       0.823837
-0.982143       0.819914
-0.946429       0.727723
-0.910714       0.684569
-0.875       0.649262
-0.839286       0.694377
-0.803571       0.657108
-0.767857       0.664954
-0.732143       0.596301
-0.696429        0.56884
-0.660714       0.598263
-0.625        0.60807
-0.589286       0.661031
-0.553571       0.598263
-0.517857       0.647301
-0.482143       0.576686
-0.446429       0.551186
-0.410714       0.570801
-0.375       0.641416
-0.339286       0.623762
-0.303571       0.604147
-0.267857       0.651224
-0.232143       0.655147
-0.196429       0.547263
-0.160714       0.668877
-0.125       0.631608
-0.0892857       0.562955
-0.0535714       0.645339
-0.0178571       0.610032
0.0178571       0.625724
0.0535714       0.617878
0.0892857       0.606109
0.125       0.613955
0.160714       0.635531
0.196429       0.631608
0.232143       0.602186
0.267857       0.657108
0.303571       0.598263
0.339286       0.588455
0.375       0.547263
0.410714       0.541379
0.446429       0.547263
0.482143       0.527648
0.517857       0.541379
0.553571       0.541379
0.589286       0.494302
0.625       0.547263
0.660714       0.617878
0.696429       0.541379
0.732143       0.588455
0.767857       0.629647
0.803571       0.629647
0.839286       0.635531
0.875       0.676723
0.910714       0.725761
0.946429        0.76303
0.982143       0.794414
1.01786       0.843452
1.05357       0.941528
1.08929         1.0043
1.125       0.768915
1.143       0.411919
1.16071      0.0882683
1.19643              0
1.23214              0
1.26786              0
1.30357              0
1.33929              0
1.375              0
1.41071              0
1.44643              0
1.48214              0
