       0   0.99763593    6611.3692   0.06413195    1.3493136    1.4929245  -0.14361091  -0.14592103  0.036655785 -0.065957484  -0.11661934 
    1000    1.0230024    6611.3692   0.06413195    1.2541677    1.5308844  -0.27671674  -0.28016217  0.025823331  -0.12250047  -0.18348503 
    2000    1.0812349    6611.3692   0.06413195     1.258094    1.6180273  -0.35993328  -0.36916482  0.033776935  -0.16076365   -0.2421781 
    3000   0.96740652    6611.3692   0.06413195    1.1015079    1.4476874  -0.34617943  -0.35162688  0.028198027  -0.13282113  -0.24700378 
    4000   0.96107493    6611.3692   0.06413195    1.0665179    1.4382124  -0.37169452  -0.38624079   0.01854762  -0.15679765  -0.24799076 
    5000   0.95598084    6611.3692   0.06413195    1.0791004    1.4305893  -0.35148889  -0.36178365  0.023623818  -0.14425684  -0.24115064 
    6000   0.98785512    6611.3692   0.06413195    1.1321835    1.4782879  -0.34610443  -0.36221254  0.046109258  -0.15894461  -0.24937719 
    7000   0.96947864    6611.3692   0.06413195    1.1159888    1.4507882  -0.33479942  -0.34031816  0.047070636  -0.14720041  -0.24018839 
    8000     1.015388    6611.3692   0.06413195    1.1630983    1.5194898  -0.35639154  -0.36958658   0.03560775  -0.16162102  -0.24357331 
    9000   0.98399697    6611.3692   0.06413195    1.1531744    1.4725143  -0.31933999  -0.32949003  0.018337278  -0.12074743  -0.22707988 
   10000    0.9857345    6611.3692   0.06413195     1.113803    1.4751145  -0.36131145  -0.36393173   0.02511009  -0.15133905  -0.23770277 
   11000    1.0435103    6611.3692   0.06413195    1.2032344    1.5615737  -0.35833936  -0.37170055  0.047572761  -0.17176566  -0.24750765 
   12000    1.0492919    6611.3692   0.06413195    1.2536965    1.5702257  -0.31652917  -0.32977317  0.040845857  -0.13207941  -0.23853962 
   13000   0.97011562    6611.3692   0.06413195    1.1006043    1.4517414  -0.35113709  -0.35478024  0.021154308  -0.13635663  -0.23957791 
   14000    1.0057441    6611.3692   0.06413195    1.1142039    1.5050581  -0.39085421  -0.39668941  0.029519556  -0.17766087   -0.2485481 
   15000    0.9898081    6611.3692   0.06413195    1.1245555    1.4812105  -0.35665502  -0.35869155  0.032830409  -0.14311188  -0.24841007 
   16000   0.93584669    6611.3692   0.06413195    1.0625198    1.4004593  -0.33793946  -0.35197725  0.049047137  -0.15941327  -0.24161112 
   17000   0.95944814    6611.3692   0.06413195    1.0879221    1.4357779  -0.34785578  -0.35252787  0.041284103  -0.15519888  -0.23861309 
   18000    1.0543485    6611.3692   0.06413195    1.2064818    1.5777927   -0.3713109  -0.37810794  0.026869752  -0.16406107  -0.24091662 
   19000    1.0646072    6611.3692   0.06413195    1.2530623    1.5931446  -0.34008229  -0.34922818  0.038085931  -0.14303647  -0.24427765 
   20000   0.95339267    6611.3692   0.06413195    1.0969645    1.4267161  -0.32975165  -0.33741824  0.046960353  -0.14709147  -0.23728712 
   20000   0.95339267    6611.3692   0.06413195    1.0969645    1.4267161  -0.32975165  -0.33741824  0.046960353  -0.14709147  -0.23728712 
