       0   0.99763593    6611.3692   0.06413195    1.3493136    1.4929245  -0.14361091  -0.14592103  0.036655785 -0.065957484  -0.11661934 
     100     1.000293    6611.3692   0.06413195    1.3631647    1.4969008  -0.13373611  -0.13568634   0.04222336 -0.061341472  -0.11656823 
     200    1.0374894    6611.3692   0.06413195    1.4167236    1.5525637  -0.13584013  -0.14515377  0.034847208 -0.060966453  -0.11903452 
     300    1.0411341    6611.3692   0.06413195    1.4231057    1.5580179   -0.1349122  -0.14115934  0.051299054 -0.069169782  -0.12328861 
     400   0.96901181    6611.3692   0.06413195    1.3025455    1.4500896  -0.14754407  -0.15171349  0.055616678 -0.078667974  -0.12866219 
     500   0.96423048    6611.3692   0.06413195    1.2734207    1.4429345  -0.16951387   -0.1884942  0.038093595 -0.090037165  -0.13655063 
     600    1.0169152    6611.3692   0.06413195    1.3473009    1.5217752  -0.17447436  -0.18862278  0.058971999  -0.10080655  -0.14678823 
     700    1.1023969    6611.3692   0.06413195    1.4330896    1.6496954  -0.21660581  -0.22039255  0.048060018  -0.11161932  -0.15683324 
     800   0.98549777    6611.3692   0.06413195    1.2544504    1.4747602  -0.22030983  -0.22561825  0.059607795  -0.11872236  -0.16650369 
     900   0.96560991    6611.3692   0.06413195    1.2062733    1.4449988  -0.23872547  -0.26140318  0.034023761  -0.12022912  -0.17519782 
    1000    1.0230024    6611.3692   0.06413195    1.2541677    1.5308844  -0.27671674  -0.28016217  0.025823331  -0.12250047  -0.18348503 
    1000    1.0230024    6611.3692   0.06413195    1.2541677    1.5308844  -0.27671674  -0.28016217  0.025823331  -0.12250047  -0.18348503 
    1100   0.99410673    6611.3692   0.06413195    1.2170247    1.4876432   -0.2706185   -0.2943709  0.022670299  -0.12518276  -0.19185844 
    1200   0.95122943    6611.3692   0.06413195    1.1238411     1.423479  -0.29963789  -0.30789992  0.021256967  -0.12938041  -0.19977648 
    1300   0.91978202    6611.3692   0.06413195    1.0782177    1.3764191   -0.2982014   -0.3126155  0.031019374  -0.13638545  -0.20724942 
    1400     1.041504    6611.3692   0.06413195    1.2348425    1.5585714  -0.32372892  -0.33138109   0.02598583  -0.14274376  -0.21462315 
    1500    1.0488478    6611.3692   0.06413195    1.2343922    1.5695611  -0.33516891  -0.34500817   0.02574543  -0.14903018  -0.22172341 
    1600    0.9855743    6611.3692   0.06413195    1.1347749    1.4748748  -0.34009984  -0.35524669  0.025938015  -0.15347162  -0.22771308 
    1700   0.97207215    6611.3692   0.06413195    1.1133328    1.4546693  -0.34133649  -0.35926352  0.030668069  -0.15734704  -0.23258455 
    1800    1.0108502    6611.3692   0.06413195    1.1717124    1.5126992  -0.34098676  -0.35956569  0.037271785  -0.16005343  -0.23678404 
    1900    1.0680936    6611.3692   0.06413195    1.2500913    1.5983618  -0.34827047  -0.36224642  0.039173625  -0.16132019  -0.24009985 
    2000    1.0889185    6611.3692   0.06413195    1.2699857    1.6295254  -0.35953972  -0.36870528   0.03497786  -0.16125278  -0.24243035 
    2100   0.98162139    6611.3692   0.06413195    1.1058049    1.4689594   -0.3631545  -0.37571617  0.023525449  -0.15532133  -0.24392029 
    2200   0.95229877    6611.3692   0.06413195    1.0673123    1.4250792  -0.35776687  -0.36162506  0.029349672  -0.14582835  -0.24514638 
    2300    1.0112681    6611.3692   0.06413195    1.1557427    1.5133245  -0.35758186  -0.36620419  0.017779089  -0.13783425  -0.24614903 
    2400    1.0447903    6611.3692   0.06413195    1.2171406    1.5634892  -0.34634861  -0.35190502  0.027355984  -0.13218237  -0.24707864 
    2500   0.97660406    6611.3692   0.06413195    1.1605612    1.4614511  -0.30088993  -0.31974535  0.053939347  -0.12598065  -0.24770405 
    2600   0.92723834    6611.3692   0.06413195    1.0463008    1.3875772  -0.34127643   -0.3495812  0.021510854  -0.12301751  -0.24807454 
    2700   0.90819743    6611.3692   0.06413195    1.0164285    1.3590832  -0.34265466  -0.34468066  0.026310705  -0.12276561  -0.24822575 
    2800    1.0087795    6611.3692   0.06413195    1.1821961    1.5096004  -0.32740427  -0.34296514  0.030190665  -0.12500377  -0.24815204 
    2900    1.0331587    6611.3692   0.06413195    1.2002986    1.5460831  -0.34578445  -0.34878347  0.028057869  -0.12936837  -0.24747297 
    3000     0.984701    6611.3692   0.06413195    1.1284384    1.4735679  -0.34512948  -0.34964149  0.029791511  -0.13259544  -0.24683755 
