       0  0.077816707    1934.4133     2.803951   0.11148141   0.11670354 -0.0052221279 -0.0062025043 0.0091339696 -0.0068222435 -0.0085142304 
    1000  0.079946878    1934.4133     2.803951   0.10075064   0.11989821 -0.019147563 -0.021247539 0.0056169836 -0.014823039 -0.012041483 
    2000  0.082049476    1934.4133     2.803951   0.10391893   0.12305152 -0.019132597 -0.020325326 0.0069263402 -0.014063018 -0.013188649 
    3000  0.073271308    1934.4133     2.803951  0.090052766    0.1098867 -0.019833932 -0.021317322 0.0057920212  -0.01398148 -0.013127863 
    4000  0.076402174    1934.4133     2.803951  0.093986712   0.11458213 -0.020595421 -0.021446161 0.0062823987 -0.014606509 -0.013122051 
    5000   0.07958303    1934.4133     2.803951   0.10081578   0.11935254 -0.018536753 -0.021009036 0.0070051125 -0.014489471 -0.013524678 
    6000  0.079562459    1934.4133     2.803951  0.098609707   0.11932168 -0.020711978 -0.021457699 0.0070467997 -0.015048833 -0.013455665 
    7000  0.075583562    1934.4133     2.803951  0.092882322   0.11335444 -0.020472118 -0.021105352 0.0056355672 -0.013594067 -0.013146853 
    8000  0.077933644    1934.4133     2.803951  0.097536617   0.11687891 -0.019342297  -0.02040775 0.0057997529 -0.012975253 -0.013232249 
    9000  0.084153964    1934.4133     2.803951   0.10510229   0.12620767 -0.021105387 -0.022052273 0.0056299941 -0.014215984 -0.013466282 
   10000  0.077196292    1934.4133     2.803951  0.098118626   0.11577309 -0.017654463 -0.018935145 0.0062483778 -0.012063057 -0.013120466 
   11000  0.074524656    1934.4133     2.803951  0.090054676   0.11176637 -0.021711699 -0.023100243 0.0045740565 -0.014387106 -0.013287195 
   12000  0.073989062    1934.4133     2.803951  0.092805369   0.11096313 -0.018157763  -0.01951914 0.0068145841 -0.013452594  -0.01288113 
   13000  0.074984212    1934.4133     2.803951   0.09410575   0.11245558 -0.018349832 -0.020380265 0.0064828315 -0.013727252 -0.013135845 
   14000  0.082458269    1934.4133     2.803951   0.10254581    0.1236646 -0.021118795 -0.022754583 0.0058817958 -0.015125712 -0.013510667 
   15000  0.080392543    1934.4133     2.803951  0.098167371   0.12056658  -0.02239921 -0.023643729 0.0044277513 -0.014366632 -0.013704848 
   16000  0.075877618    1934.4133     2.803951  0.094439165   0.11379544 -0.019356278  -0.02183607 0.0046982299 -0.013421954 -0.013112346 
   17000  0.079384554    1934.4133     2.803951  0.098742074   0.11905488 -0.020312803 -0.021501163  0.005623281 -0.013854998 -0.013269445 
   18000  0.076878748    1934.4133     2.803951  0.097675678   0.11529686 -0.017621182 -0.018857061 0.0056285434 -0.011575216 -0.012910388 
   19000  0.076673037    1934.4133     2.803951   0.09910159   0.11498835 -0.015886762 -0.016525335 0.0081237971 -0.012136427 -0.012512705 
   20000  0.082904424    1934.4133     2.803951    0.1069682   0.12433371 -0.017365507 -0.018261114 0.0094885158 -0.014616469  -0.01313316 
   20000  0.082904424    1934.4133     2.803951    0.1069682   0.12433371 -0.017365507 -0.018261114 0.0094885158 -0.014616469  -0.01313316 
   21000  0.078324186    1934.4133     2.803951    0.1000177   0.11746462 -0.017446922  -0.01905302 0.0069056332 -0.012825304 -0.013133349 
   22000  0.079223574    1934.4133     2.803951  0.098231754   0.11881345 -0.020581698  -0.02093616 0.0047639119 -0.012928988 -0.012771084 
   23000  0.076340101    1934.4133     2.803951  0.094600449   0.11448904 -0.019888591 -0.021577197 0.0063809218 -0.014689639  -0.01326848 
   24000  0.072715876    1934.4133     2.803951  0.088935755    0.1090537 -0.020117949 -0.020826522 0.0070825478 -0.014540956 -0.013368114 
   25000  0.081403675    1934.4133     2.803951   0.10154113     0.122083 -0.020541868 -0.022313497 0.0071278258 -0.015731769 -0.013709554 
   26000  0.074204288    1934.4133     2.803951  0.090158266   0.11128591 -0.021127646  -0.02309362 0.0056469008 -0.015008471  -0.01373205 
   27000  0.074526792    1934.4133     2.803951  0.092455437   0.11176958 -0.019314142 -0.020433854 0.0062455081 -0.013357681 -0.013321681 
