-1.48214              0
-1.44643              0
-1.41071              0
-1.375              0
-1.33929              0
-1.30357              0
-1.26786              0
-1.23214              0
-1.19643              0
-1.16071        0.14525
-1.143       0.531596
-1.125        1.01823
-1.08929        1.24105
-1.05357        1.20103
-1.01786        1.06616
-0.982143        1.03108
-0.946429        0.96537
-0.910714       0.901143
-0.875       0.846798
-0.839286        0.78603
-0.803571       0.719828
-0.767857       0.682774
-0.732143       0.660542
-0.696429       0.656096
-0.660714       0.604221
-0.625       0.622006
-0.589286        0.62003
-0.553571       0.587917
-0.517857       0.564203
-0.482143       0.608173
-0.446429       0.568649
-0.410714       0.592857
-0.375       0.631887
-0.339286       0.624971
-0.303571       0.618548
-0.267857       0.586929
-0.232143       0.631887
-0.196429        0.68228
-0.160714          0.664
-0.125       0.652637
-0.0892857       0.612619
-0.0535714       0.604221
-0.0178571       0.607185
0.0178571       0.653625
0.0535714       0.666965
0.0892857       0.646709
0.125       0.610643
0.160714       0.627441
0.196429       0.617066
0.232143       0.626453
0.267857       0.608667
0.303571       0.638804
0.339286       0.642756
0.375       0.594834
0.410714       0.587917
0.446429       0.581988
0.482143       0.624477
0.517857       0.623488
0.553571       0.603727
0.589286       0.627935
0.625       0.647697
0.660714       0.674869
0.696429       0.680304
0.732143       0.717358
0.767857       0.748483
0.803571       0.764786
0.839286       0.834447
0.875       0.861125
0.910714       0.912506
0.946429       0.917447
0.982143        1.00588
1.01786        1.06665
1.05357        1.13433
1.08929        1.25834
1.125       0.987108
1.143       0.542959
1.16071       0.145744
1.19643              0
1.23214              0
1.26786              0
1.30357              0
1.33929              0
1.375              0
1.41071              0
1.44643              0
1.48214              0
